Tweet,Sentiment Score,Sentiment Magnitude
Atentado sicarial contra RICARDO ROJAS de ASCAVIC en inmediaciones de Chiriguana Cesar ésta mañana confirma que quieren acabar con la @FevcolFed @UNPColombia @AlfonsoCampoM @MinInterior ,,
"Mira ve @Dona_Pily2, feliz cumpleaños 🥳",,
Consejo de Estado suspendió provisionalmente decreto de asistencia militar -  ,,
Las farc quieren matar a todos los que padecieron su barbarie. , -0.30000001192092896 , 0.30000001192092896
"ATENCIÓN 🔴 Caso Álvaro Uribe Vélez: la Sala Penal de la Corte Suprema de Justicia reconoció a Deyanira Gómez, exesposa del testigo Juan Guillermo Monsalve, como víctima en el proceso. ", 0.10000000149011612 , 0.10000000149011612
Los detalles aquí ►  ,,
La dictadura judicial acabó el ya precario Estado de derecho. , 0.10000000149011612 , 0.10000000149011612
"#ParaLaMemoria Los testimonios que vincularon a Deyanira Gómez como la “cirujana de las Farc"". ", 0.10000000149011612 , 0.10000000149011612
Un jefe de la extinta guerrilla entregó una declaración a la Fiscalía que se convirtió en la apertura de dos investigaciones por rebelión. , 0.20000000298023224 , 0.20000000298023224
Excelente. , 0.8999999761581421 , 0.8999999761581421
"El dinero detrás de la ""protesta social"". ", 0.0 , 0.0
"Terroristas asesinaron al patrullero Wilson H Pinzón Orjuela, en #Saravena. ", 0.10000000149011612 , 0.10000000149011612
"Esposo y padre de 2 niñas, de solo 10 y 5 años que hoy quedan huérfanas. ", 0.800000011920929 , 0.800000011920929
Tenemos que regresar a la Seguridad con firmeza. , 0.699999988079071 , 0.699999988079071
"Gracias a nuestros soldados, infantes de marina y policías, quienes preservan nuestra libertad e independencia, ofrendando su vida con el valor y patriotismo de los próceres. ", 0.4000000059604645 , 0.4000000059604645
"Que Dios los bendiga, aquí estamos sus compatriotas para apoyarlos. ", 0.8999999761581421 , 0.8999999761581421
#20DeJulio ,,
"Listo, corregido el error con la bandera ",,
"El Consejo de Estado suspende de manera provisional decreto de asistencia militar, en momentos en que Colombia está bajo amenaza terrorista. ", 0.0 , 0.0
Deberán recordar que el derecho a la manifestación es relativo y puede ser limitado por la ley de ser necesario. , 0.10000000149011612 , 0.10000000149011612
#SoyCabal | Hoy más que nunca necesitamos un Congreso que responda en tamaño y en trabajo a las verdaderas necesidades de nuestro país. , 0.30000001192092896 , 0.30000001192092896
"Que sea más eficiente, que impulse la economía y trabaje por el bienestar de todos los colombianos. ", 0.4000000059604645 , 0.4000000059604645
"¡Es momento de trabajar, no de bloquear! ", 0.30000001192092896 , 0.30000001192092896
Qué horror. , -0.699999988079071 , 0.699999988079071
La defensa de Colombia exige determinación y firmeza. , 0.5 , 0.5
"Ni un paso atrás con la autoridad, por la seguridad de cada compatriota desde la Guajira hasta el Amazonas. ", 0.20000000298023224 , 0.20000000298023224
#TrabajooBloqueos ,,
La delincuencia organizada sigue poniendo en jaque a toda una sociedad que quiere trabajar. , 0.0 , 0.0
Así no hay manera de garantizar seguridad a los ciudadanos si los jueces siguen impidiendo que se cumpla el deber constitucional,,
#Colombia | Acompañamos a @MinInterior y @mindefensa en la radicación de Proyectos de Ley con mensaje de urgencia orientados a fortalecer la labor de nuestra Policía Nacional en su tarea de velar por la seguridad de los colombianos. , -0.30000001192092896 , 0.30000001192092896
Las víctimas somos todos los colombianos que hemos sufrido a las farc. , 0.10000000149011612 , 0.10000000149011612
Punto. , 0.5 , 0.5
Estamos hasta la coronilla del mal ejemplo y la ausencia de justicia. , -0.10000000149011612 , 0.10000000149011612
#Julio20 | Plenaria del Senado derrotó al impulsor y defensor de la #PrimeraLínea. , 0.20000000298023224 , 0.20000000298023224
"66 votos en blanco, representan el rechazo que produce quien ha querido subvertir el orden establecido. ", 0.0 , 0.0
🇨🇴 ¡Ganó la democracia! , -0.10000000149011612 , 0.10000000149011612
🇨🇴 ,,
Lo derrotó su dignidad ,,
"Comunismo en acción, En Cuzco están en huelga. ", 0.20000000298023224 , 0.20000000298023224
"Pidiendo que Castillo cumpla sus promesas, propiedades a cambio de sus votos: “este hotel tambo del inka, nos pertenece, esta infraestructura es nuestra, del pueblo…” ", 0.20000000298023224 , 0.20000000298023224
Esto solo es el principio……… , 0.20000000298023224 , 0.20000000298023224
#Expropiese ,,
"“Muy bueno, mijo, siga huevoniando, anda es con mentiras”: abuela de joven de primera línea capturado ",,
El roto de Emcali ,,
Excelente,,
"Joven venezolano logra suprimir ""legado de Fidel Castro"" en universidad en EEUU  por @OriRivas91",,
Decidieron crear zozobra y terror. , 0.10000000149011612 , 0.10000000149011612
Decidieron estigmatizar a la juventud y llamarla terrorista. , 0.10000000149011612 , 0.10000000149011612
Decidieron criminalizar la protesta y dejar indefensa las personas ante las balas oficiales mortales. , 0.20000000298023224 , 0.20000000298023224
Convirtieron a la prensa en un comodín violento de estigmatización a los jóvenes. , 0.20000000298023224 , 0.20000000298023224
El respeto a la vida está ligado a la ley que protege los bienes y derechos de TODOS. , 0.4000000059604645 , 0.4000000059604645
Imponer la ley es salvaguardar la vida Ospina pasará a la historia como el que dejó que los violentos impusieran sus soluciones salvajes. , 0.0 , 0.0
De acuerdo. , 0.20000000298023224 , 0.20000000298023224
#LasCosasComoSon ,,
"Lamentamos profundamente el fallecimiento del ex senador y ex gobernador del Departamento del Cauca, Juan José Chaux Mosquera. ", -0.10000000149011612 , 0.10000000149011612
Blanco es.... , 0.0 , 0.0
"Queda en evidencia, nuevamente, la desidia y el desprecio que tienen algunos por los que le ponen el pecho a la guerra. ", 0.10000000149011612 , 0.10000000149011612
"Primero los usamos, luego los dejamos sin trabajo, más tarde los desconocemos y, finalmente, los insultamos. ", 0.20000000298023224 , 0.20000000298023224
Desagradecidos. , 0.20000000298023224 , 0.20000000298023224
Qué dolor tan grande por éste hombre valiente que enfrentó todo con inmenso valor y patriotismo. , -0.4000000059604645 , 0.4000000059604645
Será un faro desde el cielo para volver a soñar con el país que queremos. , 0.4000000059604645 , 0.4000000059604645
"""Los encapuchados no caben aquí"". ", 0.0 , 0.0
Esta es la posición de @NoticiasRCN ⬇️ ,,
Exclusivo | Los correos y una circular del ELN respaldando las movilizaciones y la denominada ‘Primera Línea’ ,,
💪🏻💪🏻💪🏻 🇧🇷,,
"Empieza el último año de esta legislatura y nuestra misión es la libertad de Colombia, mitigar los bloqueos que asesinan pueblos enteros cuando toman ventaja. ", 0.20000000298023224 , 0.20000000298023224
Vamos a sacar nuestro país adelante con trabajo incansable hasta que la amenaza termine. , 0.20000000298023224 , 0.20000000298023224
#TrabajooBloqueos ,,
Y acá entrenan Primeras Líneas. , 0.30000001192092896 , 0.30000001192092896
Allá los fusilan. , 0.4000000059604645 , 0.4000000059604645
- Seguimos progredindo. , -0.10000000149011612 , 0.10000000149011612
Bom dia a todos! , 0.8999999761581421 , 0.8999999761581421
@ArgiroCasta58 Salud 🥂,,
Y por @GustavoBolivar ,,
La guardería de @PizarroMariaJo ,,
¡No vamos a tolerar un solo acto de violencia o vandalismo! , -0.10000000149011612 , 0.10000000149011612
"Con @PoliciaColombia y @FiscaliaCol vamos a garantizar la tranquilidad en nuestra ciudad y a mitigar, contener y judicializar cualquier intento de infiltración violenta o vandálica a la movilización pacífica. ", 0.6000000238418579 , 0.6000000238418579
Cubana llora desconsolada tras asaltar la policía castrista su casa y disparar a matar a su esposo frente a sus hijos menores. , -0.10000000149011612 , 0.10000000149011612
"En Cárdenas lo fueron a buscar a su casa para matarlo , por tirar piedras en la manifestación de protesta pública ",,
Decidieron crear zozobra y terror. , 0.0 , 0.0
Decidieron estigmatizar la fuerza pública y llamarla genocida. , 0.20000000298023224 , 0.20000000298023224
Decidieron criminalizar el uso legítimo de la fuerza y dejar civiles indefensos ante las balas de la Primera línea.Convirtieron la prensa en comodín de estigmatización de la policía,,
"Y si lo que dicen es cierto, ¿Por qué no piden la renuncia de Díaz-Canel por los crímenes de lesa humanidad que viene cometiendo en estos últimos días? ", -0.20000000298023224 , 0.20000000298023224
El comunismo convierte a los humanos en depredadores. , 0.20000000298023224 , 0.20000000298023224
Parecen fieras salvajes. , 0.20000000298023224 , 0.20000000298023224
¡Perú se defiende del comunismo! , 0.4000000059604645 , 0.4000000059604645
Me solidarizo con la situación que viven nuestros hermanos cubanos en la actualidad. , 0.4000000059604645 , 0.4000000059604645
"El bloqueo histórico es antihumano e inmoral, más aún, en la emergencia mundial de crisis sanitaria en la que nos encontramos. ", 0.0 , 0.0
(1/3),,
JEP niega necropsia a diputados del Valle y revivir computador de Raúl Reyes. #SemanaNoticias Vea más:  ,,
Cartón de Colombia suspende operaciones por amenazas de disidencias de Las Farc - El Bogotano ,,
Esa es la realidad del Tribunal que diseñó Santos y su alianza criminal para dejar en el olvido las atrocidades de las farc. , -0.10000000149011612 , 0.10000000149011612
"En cambio, judicializar militares e inventarse cifras de falsos positivos, sin pruebas, es su mejor deporte. ", 0.30000001192092896 , 0.30000001192092896
Es un enfermo mental. , -0.30000001192092896 , 0.30000001192092896
La Fake News del canalla periodista. , 0.20000000298023224 , 0.20000000298023224
"Analicen la foto: Intriago a la derecha tiene la sombra de la cara reflejada en la puerta habiendo un espacio entre él y la puerta; mientras la persona que está detras, cerca de la puerta no tiene sombra. ", 0.0 , 0.0
Evidente Canallada del Canalla! , 0.4000000059604645 , 0.4000000059604645
"Así están reprimiendo a los jóvenes, el abuso es total. ", -0.10000000149011612 , 0.10000000149011612
"Esta toda la isla incomunicada, de a poco podemos conseguir algunos videos. ", 0.20000000298023224 , 0.20000000298023224
"No sabemos cuantos muertos, desaparecidos, ni presos hay en este momento. ", 0.0 , 0.0
Es una situación inhumana. , 0.30000001192092896 , 0.30000001192092896
#SOSCuba ,,
"#SoyCabal | Nuestro trabajo legislativo está enfocado en la firme defensa de los derechos, la justicia y la libertad de todos los colombianos. ", 0.20000000298023224 , 0.20000000298023224
Pedro Castillo hizo trampa. , -0.6000000238418579 , 0.6000000238418579
No ganó las elecciones. , -0.20000000298023224 , 0.20000000298023224
Tuve razón cuando advertí que quiere hacer del Perú una nueva Cuba. , -0.10000000149011612 , 0.10000000149011612
Aquí él mismo lo confiesa al apoyar la masacre del pueblo cubano 👇. , 0.5 , 0.5
"#LasCosasComoSon | Después de más de 60 años de dictadura, el pueblo cubano se alza. ", 0.10000000149011612 , 0.10000000149011612
¡No más represión! , 0.20000000298023224 , 0.20000000298023224
“La historia del siglo XX está llena de ejemplos de países que se propusieron redistribuir la riqueza y terminaron redistribuyendo la pobreza.” , -0.30000001192092896 , 0.30000001192092896
Thomas Sowell,,
Y éste bárbaro lleva siete millones de desplazados en su país. , 0.5 , 0.5
"No, no entienden. ", -0.6000000238418579 , 0.6000000238418579
Sufren de imbecilidad colectiva. , 0.10000000149011612 , 0.10000000149011612
"#Columna | En un solo mes, el Comité del Paro Nacional logró que en estas empresas, el número de personas en riesgo de desempleo aumentara en un 46,9%, una cifra de la que nadie debería estar orgulloso. ", 0.0 , 0.0
"- Estaremos de volta em breve, se Deus quiser. ", 0.30000001192092896 , 0.30000001192092896
O Brasil é nosso! , 0.5 , 0.5
🇧🇷 ,,
Los descarados sindicalistas de las centrales obreras exigen aumentos y a la vez llaman a movilizaciones y paros en entidades estatales. , 0.20000000298023224 , 0.20000000298023224
"Como su salario sale del bolsillo de todos los colombianos, no les importa la ruina de quienes pagan impuestos ni la pérdida de empleos. ", 0.0 , 0.0
CONGRESO: Los cuatro temas que Uribe pide a su partido priorizar antes de la campaña | Política | Caracol Radio ,,
"🇨🇺 | PROTESTAS EN CUBA: Diosdado Cabello sobre las protestas en Cuba: ""Era gente que estaba celebrando la Eurocopa"". ", 0.10000000149011612 , 0.10000000149011612
"Expliqué que en la Constitución no son derechos de primera generación, que son inherentes al ser humano (vida, libertad, etc); la Corte reconoce conexidad luego mediante tutelas pero, a diferencia de los primeros, quien tiene recursos DEBE pagar por ellos(salud y educación). ", 0.10000000149011612 , 0.10000000149011612
Toda una trama de mentiras. , -0.30000001192092896 , 0.30000001192092896
Por qué a Jovenel Moise lo matan vestido y no en pijama si era la 1:00 de la mañana? , -0.10000000149011612 , 0.10000000149011612
Por qué un médico de 63 años pastor evangélico se habría inventado una trama tan riesgosa como un asalto armado? , -0.4000000059604645 , 0.4000000059604645
@Gilbert_Olarte @pedrosoto785 @Iadossa @ibmtw2010 @ruorco ,,
Mis oraciones y mejores deseos para el presidente @jairbolsonaro,,
Llévelos a dormir su casa. , 0.5 , 0.5
Y no olvide una oración por el joven degollado por las trampas con cables de sus bebés de la primera línea. , 0.4000000059604645 , 0.4000000059604645
"Este 20 de Julio, fecha que nos recuerda el grito de independencia llegan a Bogotá la Minga Indígena y la juventud de las Primeras Líneas. ", 0.4000000059604645 , 0.4000000059604645
"Les recibiremos con afecto, respeto y reconocimiento. ", 0.8999999761581421 , 0.8999999761581421
En Colombia sacan banderas del comunismo y gritan al mundo que viven en una dictadura cuando son libres de hacer y tener lo que quieran. , 0.0 , 0.0
"En Cuba luchan porque se acabe la dictadura del comunismo, no tienen ni harina para pan. ", 0.0 , 0.0
¿Ahora si entienden? , 0.10000000149011612 , 0.10000000149011612
#SOSColombia #SOSCuba ,,
"🗣️ ""Hemos armado dos contingentes de jóvenes que van a estar en terreno trabajando. ", 0.20000000298023224 , 0.20000000298023224
"Uno, promocionando el autocuidado y sensibilizando sobre la vacuna en los espacios públicos de la ciudad. ", 0.20000000298023224 , 0.20000000298023224
"Y el otro, en una acción reguladora"", alcalde @JorgeIvanOspina. ", 0.20000000298023224 , 0.20000000298023224
#NosActivamosPorLaVida ,,
Mudos los de la Colombia infra- humana. , 0.30000001192092896 , 0.30000001192092896
"Mudos los verdes ""sandía"". ", 0.30000001192092896 , 0.30000001192092896
Teodora Bolívar escribía que a Ingrid había que dejarla más tiempo en la selva y no liberarla. , 0.0 , 0.0
Por eso no sorprende el nivel de degradación al que llega con comentarios infames frente a un pueblo hambriento. , -0.4000000059604645 , 0.4000000059604645
Esta vulgar politiquera se hizo rica con los comunistas. , -0.30000001192092896 , 0.30000001192092896
Ser mamerto paga. , 0.20000000298023224 , 0.20000000298023224
"Una vez las fuerzas totalitarias lleguen al poder en Colombia -con fraude, obviamente- la Primera Línea se convertirá en La Guardia Roja de la Revolución, para reprimir a los ciudadanos que no estén con el régimen comunista. ", -0.10000000149011612 , 0.10000000149011612
Ya estamos advertidos. , 0.10000000149011612 , 0.10000000149011612
Desvía el dinero de las obras haciendo creer que es para empleo juvenil. , -0.20000000298023224 , 0.20000000298023224
"Todo fríamente calculado, para mantener la primera línea criminal. ", 0.30000001192092896 , 0.30000001192092896
"Si quisiera reducir el desempleo, hubiera impedido la destrucción de los medios de producción que dejaron 66 mil trabajadores en la calle. ", 0.0 , 0.0
"Quienes gritan “libertad” en Cuba supongo que es para que finalice el bloqueo de 60 años, ¿cierto? ", 0.0 , 0.0
El G2 salvaje. , 0.5 , 0.5
"Es un ""colectivo artístico juvenil para generar conciencia de la polución de las motocicletas"". ", 0.30000001192092896 , 0.30000001192092896
"Desde Colombia todo nuestro apoyo a Cuba y al gobierno de su Presidente, @DiazCanelB. ", 0.30000001192092896 , 0.30000001192092896
@EmbacubaCol ,,
"Juez absuelve a César Mauricio y a Edmundo, jefes de prensa y de jurídica de nuestro Gobierno. ", 0.10000000149011612 , 0.10000000149011612
"Gracias a Dios, la injusticia no es eterna",,
No respondo ante nadie por los votos que emito en el ejercicio de mi función. , 0.10000000149011612 , 0.10000000149011612
Pierden el tiempo si piensan interrogarme. , -0.20000000298023224 , 0.20000000298023224
Lima es una ciudad muy pequeña y ya saben donde vivo. , 0.30000001192092896 , 0.30000001192092896
Pueden venir por mi y llevarme preso si esa es la decisión de la dictadura. , 0.20000000298023224 , 0.20000000298023224
Que termino se inventará la @CIDH para no llamarle a esto terrorismo? , 0.10000000149011612 , 0.10000000149011612
Esto es incontenible . , 0.0 , 0.0
#CubaSOS #CubaLibre ,,
#SOSCuba Los esbirros de la dictadura están disparando contra el pueblo cubano desarmado que salió a las calles exigiendo libertad de manera pacífica! , 0.10000000149011612 , 0.10000000149011612
¡Cobardes! , 0.5 , 0.5
@agusantonetti El hermano del muchacho que me arrancaron los ojos y los dientes ,,
Las primeras líneas de Cuba... , 0.20000000298023224 , 0.20000000298023224
a reprimir la libertad. , 0.10000000149011612 , 0.10000000149011612
#Cuba | Díaz Canel llama a enfrentamiento entre cubanos en día de protestas. , 0.10000000149011612 , 0.10000000149011612
Por @IlianaLavastida #SOSCuba #PatriaYVida “Tienen que pasar por encima de nuestros cadáveres si quieren enfrentar a la revolución”  ,,
(EXCLUSIVO) Cero y van dos. , 0.0 , 0.0
Concejal Alex Florez chocó nuevamente su camioneta y destruyó portón de finca en su vereda (video y fotos)  vía @ifmnoticias,,
"Los Comités de Defensa de la Revolución en Cuba, los Colectivos Chavistas en Venezuela y ahora la Primera Línea en Colombia, tienen la misma orientación política e ideologica; estos últimos sólo necesitan llegar al poder en la próximas elecciones. ", 0.0 , 0.0
Colombia está bajo amenaza y exige una postura firme para retomar el rumbo. , 0.0 , 0.0
Tú decides: ¡TRABAJO O BLOQUEOS! , 0.20000000298023224 , 0.20000000298023224
Descarada. , 0.20000000298023224 , 0.20000000298023224
Al fin se hizo justicia. , 0.5 , 0.5
Defender los privilegios de la monarquía absolutista de los Castro. , 0.20000000298023224 , 0.20000000298023224
Descarados vividores de un pueblo esclavizado. , 0.4000000059604645 , 0.4000000059604645
¿Aún no proclaman a Castillo y ya empezó la persecución? , 0.0 , 0.0
¡Libertad! , 0.5 , 0.5
Viva Cuba libre 🇨🇺 ,,
"Hoy, con gran dolor recibimos la noticia de la partida de Sebastian. ", -0.10000000149011612 , 0.10000000149011612
"Luchó hasta el final, ejemplo de entrega y amor por su familia, por sus amigos. ", 0.800000011920929 , 0.800000011920929
Un hermoso ser humano que hoy recibe Dios en sus brazos. , 0.800000011920929 , 0.800000011920929
#Cuba #PCC Díaz-Canel: Convocamos a todos los revolucionarios a salir a las calles a defender la Revolución en todos los lugares ,,
"""Ahora resulta que Aseguradoras (Solidaria - SBS - CHUBB - Axa Colpatria - HDI ) han decidido revocar unilateralmente coberturas de Sabotaje y Terrorismo a nuestra ciudad a partir del 12 de Julio. ", 0.10000000149011612 , 0.10000000149011612
"Comoda y frustante esta decisión"": Alcalde @JorgeIvanOspina ",,
Asesinos de Derly Pastrana buscan silenciar a víctimas de FARC que persisten en evidenciar incumplimientos de sus victimarios. , 0.5 , 0.5
Mataron a la lider que denunciaba la impunidad que reina frente a los abusos sexuales cometidos por cabecillas de FARC ¿Donde están las voces de rechazo? , -0.20000000298023224 , 0.20000000298023224
"Marta Lucía Ramírez: ""Colombia no está obligada a obedecer recomendaciones de la CIDH"" - El Bogotano ",,
Colombianos no asesinaron al presidente Jovenel Moïse: exsenador haitiano ,,
#Putumayo hoy despedimos a Nuestra compañera de lucha @DerlyPastrana1 pero no será por Siempre porqué su legado continúa. , 0.0 , 0.0
Los NARCOTERRORISTAS qué Silenciaron su Voz. , 0.20000000298023224 , 0.20000000298023224
Los Seguiremos denunciando. , 0.6000000238418579 , 0.6000000238418579
Paz en su tumba Compañera.a La familia #FEVCOL. , 0.4000000059604645 , 0.4000000059604645
La quieren Silenciar. , 0.0 , 0.0
"El arzobispo es especialista en espantar feligreses que desean escuchar el mensaje del Evangelio, no el discurso del Che Guevara. ", 0.10000000149011612 , 0.10000000149011612
"La izquierda, que protege asesinos guerrilleros y narcos, estaba feliz de hacer otro show con lo de a Haití. ", 0.10000000149011612 , 0.10000000149011612
Parece que se quedarán con los crespos hechos. , 0.10000000149011612 , 0.10000000149011612
Colombia Is Under Siege by Marxist Narcoterrorists ,,
"la muerte de @derlypastrana despues del atentado realizado por las disidencias de las Farc, deja sin voz a miles de victimas del Pais que pedían ante @JEP_Colombia verdad,justicia y reparación pedimos a @UIA_JEP garantias para quienes estamos realizando informes @UEenColombia ",,
"#Atención: La @FiscaliaCol acusó al alcalde de Cali, Jorge Iván Ospina, por millonario contrato de publicidad. ", 0.0 , 0.0
"Lo acusa de cometer, presuntamente, el delito de contrato sin cumplimiento de los requisitos legales e interés indebido en la celebración de contratos. ", -0.10000000149011612 , 0.10000000149011612
#VocesySonidos ,,
Aquí no hay ninguna organización feminista ni defensora de derechos de menores. , -0.30000001192092896 , 0.30000001192092896
Son farsantes con máscara de benefactores y agenda marxista. , 0.20000000298023224 , 0.20000000298023224
¿Cuba? , 0.10000000149011612 , 0.10000000149011612
¡Al fin!,,
"Dr. @EcifuentesMu por favor reconózcales la calidad de víctimas a los familiares de los soldados asesinados en la masacre de Gutiérrez de 1999 cuando más de 400 guerrilleros atacaron un batallón de 36 soldados, varios de ellos secuestrados y asesinados con tiros en la frente. ", -0.10000000149011612 , 0.10000000149011612
"Derly, víctima de violación por alias El Paisa cuando era niña, murió a consecuencia de heridas de fusil. ", 0.0 , 0.0
"Seguro son ""fusiles de paz"". ", 0.5 , 0.5
"Para ella no hay comisiones de ddhh ni ""violencia de género"" porque no era de izquierda. ", 0.0 , 0.0
Felices los asesinos de la Teófilo. , 0.0 , 0.0
@MisionONUCol,,
Excelente radiografía situacional ,,
"@arzobispodecali Señor arzobispo, cuando será ese día feliz en que dejemos de escuchar su verborrea ideológica y celebremos su salida de Cali? ", 0.0 , 0.0
Le pido al Altísimo y a María Santísima que sea muy pronto. , 0.20000000298023224 , 0.20000000298023224
@Pontifex_es @episcopadocol,,
Derechos humanos significa dignidad humana. , 0.0 , 0.0
Es el resultado máximo de la civilización. , 0.5 , 0.5
"Cuando un gobierno viola los derechos humanos se coloca al nivel de la barbarie, rompe la esencia de la humanidad Nos comprometemos con el respeto a fondo de la dignidad humana en Colombia",,
Todavía no comprendo cómo una organización de derechos humanos niega que bebes murieron por bloqueos de los vándalos terroristas. , -0.20000000298023224 , 0.20000000298023224
¿Acaso la madre del recién nacido prematuro rindió testimonio ante un sordo? , 0.0 , 0.0
Hasta dónde llegaremos con la degradación moral de la humanidad. , 0.20000000298023224 , 0.20000000298023224
Qué dolor. , -0.699999988079071 , 0.699999988079071
"Ni verdad, ni justicia y menos reparación. ", -0.20000000298023224 , 0.20000000298023224
La farsa de la Habana la mató. , -0.5 , 0.5
Víctimas de toma guerrillera en Gutiérrez no han sido reconocidas por la JEP - El Bogotano ,,
Exsenador hatiano afirma que colombianos no asesinaron al presidente Jovenel Moïse - El Bogotano ,,
Otro logro del alcalde comunista. , 0.10000000149011612 , 0.10000000149011612
Claudia López no es competente para implementar recomendaciones de CIDH: Marta Lucía Ramírez ,,
Ni siquiera han recocido a las miles de víctimas militares y civiles de minas y de armas no convencionales. , -0.4000000059604645 , 0.4000000059604645
"#Cali | Una vez más, reitero mi compromiso con la ciudadanía que ama a su Fuerza Pública, que le apuesta al desarrollo y el crecimiento económico de su región. ", 0.6000000238418579 , 0.6000000238418579
¡Gracias a todos por tanto apoyo! , 0.8999999761581421 , 0.8999999761581421
@ICBFColombia @FiscaliaCol @PGN_COL @DefensoriaCol,,
Simple: los ciudadanos que quieren trabajar están de la mano de quienes nos defienden. , 0.0 , 0.0
"Ustedes, promotores del vandalismo y la barbarie disfrazada de protesta, van de la mano de quienes nos atacan. ", 0.0 , 0.0
💊 #PíldoraParaLaMemoria ✅Qué? , 0.10000000149011612 , 0.10000000149011612
Asesinato de civiles ✅Dónde? , 0.4000000059604645 , 0.4000000059604645
Caserío La Fraguita en San José de Fragua ✅Responsables? , 0.20000000298023224 , 0.20000000298023224
